episode,win_rate,epsilon,total_reward,enemy
1,0.0,0.3,0,Gem3_Rs
2,50.0,0.2994,0,booon2
3,66.66666666666666,0.2988012,0,booon2
4,50.0,0.2982035976,0,Gem3_Rs
5,40.0,0.2976071904048,0,Gem6_Ct
6,33.33333333333333,0.2970119760239904,0,Gem3_Rs
7,28.57142857142857,0.2964179520719424,0,Gem3_Rs
8,25.0,0.2958251161677985,0,Gem4_Th
9,22.22222222222222,0.2952334659354629,0,Gem3_Rs
10,20.0,0.294642999003592,0,Gem1_Rt
11,18.181818181818183,0.2940537130055848,0,Gem3_Rs
12,16.666666666666664,0.29346560557957363,0,Gem5_Op
13,15.384615384615385,0.29287867436841447,0,Gem1_Rt
14,21.428571428571427,0.29229291701967763,0,Killer 
15,26.666666666666668,0.29170833118563827,0,booon2
16,25.0,0.291124914523267,0,Gem1_Rt
17,23.52941176470588,0.29054266469422046,0,Gem1_Rt
18,22.22222222222222,0.289961579364832,0,Gem1_Rt
19,21.052631578947366,0.28938165620610234,0,Gem3_Rs
20,20.0,0.28880289289369016,0,Gem1_Rt
21,19.047619047619047,0.2882252871079028,0,Gem2_Ec
22,18.181818181818183,0.287648836533687,0,Gem6_Ct
23,21.73913043478261,0.28707353886061965,0,Claude 
24,20.833333333333336,0.2864993917828984,0,Gem7_Im
25,20.0,0.2859263929993326,0,Gem5_Op
26,19.230769230769234,0.28535454021333395,0,Gem1_Rt
27,18.51851851851852,0.2847838311329073,0,Gem2_Ec
28,17.857142857142858,0.2842142634706415,0,Gem6_Ct
29,17.24137931034483,0.2836458349437002,0,Gem1_Rt
30,20.0,0.2830785432738128,0,booon2
1,0.0,0.3,0,Gem6_Ct
2,0.0,0.2994,0,Gem3_Rs
3,33.33333333333333,0.2988012,0,Nemesis
4,25.0,0.2982035976,0,Killer 
5,40.0,0.2976071904048,0,Claude 
6,50.0,0.2970119760239904,0,booon2
7,42.857142857142854,0.2964179520719424,0,Gem3_Rs
8,37.5,0.2958251161677985,0,Gem3_Rs
9,33.33333333333333,0.2952334659354629,0,Gem2_Ec
10,30.0,0.294642999003592,0,Gem1_Rt
11,36.36363636363637,0.2940537130055848,0,Gem3_Rs
12,33.33333333333333,0.29346560557957363,0,Gem3_Rs
13,30.76923076923077,0.29287867436841447,0,Gem1_Rt
14,28.57142857142857,0.29229291701967763,0,Gem3_Rs
15,26.666666666666668,0.29170833118563827,0,Gem3_Rs
16,25.0,0.291124914523267,0,Gem2_Ec
